review,rating,restaurant,type
Great  baguettes.  Everything item so far has great.  Love the flan,5,Bread Story,Bakery
"As any self respecting parisian I have a healthy obsession with real baguette and proper croissants. Good news for you New York, it's finally possible, courtesy of this genuine French boulangerie",5,Bread Story,Bakery
Best croissant and baguette in the city.Good cold brew coffee. Only $4 too.   More,5,Bread Story,Bakery
This was my first time in a French bakery. It was amazing. They bake throughout the day. This place sells many types of savory and sweet breads along with macaroons.   More,5,Bread Story,Bakery
Their ham and cheese croissant is something special! Cant wait to get another one tomorrow with some coffee Hehehe,5,Bread Story,Bakery
a great bakery: fantastic bread and croissant in this place. I like that you can see the chef preparing the food at the bottom of the shop,5,Bread Story,Bakery
"Tasty French style bakery. The baked goods taste authentic and are tasty, But prices are a bit too high. Would be nice if they diversified their selection once in a while but all in all a very solid option if youre craving a croissant or French style bread",4,Bread Story,Bakery
"I love this place, and it deserves more mentions in best bakeries in nyc lists.The baguettes are outrageous and cheaper than grocery stores.   More",5,Bread Story,Bakery
"I was skeptical about this place as another one of those want to be IG bakeries. From the first look, it's modern and bright, not pretending to be a charming bakery but also not tying to be trendy. It's simple, they sell out what they baked   More",4,Bread Story,Bakery
"Bread Story is another hidden gem, I came across during the pandemic.  The fresh baked breads, pastries and macarons are delicious.  The coffe and  homemade tropical ice tea is outstanding. It truly smells like a French bakery from La Marais and the daily baked bread is soooo fresh and amazing. Love:Bread Story! ",5,Bread Story,Bakery
"I lived in Paris for a year and this really reminds me of the neighborhood bakery there on my way to work every day. Now Bread Story is on my way to work in NYC. Everything is so fresh and tastes just like in Paris. Whats better, theyre not overpriced like a lot of the other NYC French bakeries. So grateful",5,Bread Story,Bakery
Thank you for all the wonderful donations to the Loisaida CommUnity Fridge. #CommUnity,5,Bread Story,Bakery
Good bread. I am allergic to gluten but I can't help myself when it comes to eating these delicious carb concoctions. My bowels are permanently inflamed but I will never stop enjoying these delicious grains. Bread,5,Bread Story,Bakery
I was about to go pick up coffee at the Dunkin donuts coffee shop next door and noticed this bakery and knew it would be specialI was absolutely right in deed. Their pastries are just awesome. Almond   More,5,Bread Story,Bakery
Bread Story has the best baguettes in the city.,5,Bread Story,Bakery
Absolutely love this place!!! So delicious!!! The service is excellent as well ,5,Bread Story,Bakery
Really good buckwheat baguette and almond croissant,5,Bread Story,Bakery
"Its difficult to find a place that has great coffee but also fresh pastries, this one has both and the barista is always so nice making sure the coffee is perfect ! ",5,Bread Story,Bakery
"I am a frequent customer here, I really enjoyed the service so far until today. I experienced a very rude service at the cashier. Today, it happened that I didn't add a tip and this lady rolled her eyes at me. She then asked if I needed a   More",2,Bread Story,Bakery
"When my two little ones or I need a little treat, this is where we immediately want to go. Such a wonderful addition to the neighborhood!",5,Bread Story,Bakery
"Phenomenal baguettes and cheese loaves. Reasonable prices, too, given they absolutely could charge more. Will definitely be back.",5,Bread Story,Bakery
Great place. Almond croissants are incredible. They give you story card that goes with the breads. Incredible little touch.literally tell you the story of different breads,5,Bread Story,Bakery
"Their Tourte de Meule was great. Rustic texture, good wheat taste.",5,Bread Story,Bakery
"Got the flan and it was quite good! Not exactly what I think of as a flan because there was no syrup and there was a crust, so more of a custard tart, but definitely yummy.",4,Bread Story,Bakery
"Good pastries but the lady at the register, the one with short hair was extremely rude!",2,Bread Story,Bakery
Excellent pain au chocolat. I'm gonna tell my friends about this place so they think I'm cool. Seriously--very good.,5,Bread Story,Bakery
Great croissants and good coffee!,5,Bread Story,Bakery
"Simply delicious, high quality breads. The coffee/croissant deal is too good for me to not take advantage of as often as I can.",5,Bread Story,Bakery
Ordered plie and no chocolate chips in it,1,Bread Story,Bakery
"I love the olive focaccia.  For now, they only sell it on the weekends.",5,Bread Story,Bakery
"I usually don't leave reviews unless I am very disappointed.In short: I went to the store, purchased few viennoiserie, got home, tried them and was very disappointed. I shared my feedback with bread story and their   More",1,Bread Story,Bakery
Unfriendly staff and products ain't fresh.Some of the viennoiserie are on the open attracting small flies and other bacteria.,1,Bread Story,Bakery
"Friendly staff, yummy pastries and breads - Found this bakery because my fave spot to get our annual Epiphany 'king cake' was closed (Covid), and Maison Kayser in UES shut its doors during the pandemic. So the head baker for Maison Kayser in NY is actually the person who opened Bread Story.",5,Bread Story,Bakery
Just moved into the apartments next door and tried them out one day on my way to work. The white chocolate brioche bun was top notch. If I had a moment to spare I would have asked for it toasted so it would be nice and warm and melt in your mouth. Also the croissants are very good from here,5,Bread Story,Bakery
"They have excellent products but the service is quite poor. I give an example, I usually go every morning to have a coffee and a croissant aux amandes, I pay and I usually leave a tip. Today they told me there was no croissant aux amandes   More",1,Bread Story,Bakery
To be avoided.this is more an American bakery than a French one. Customer service is off and croissants are too dry. Stick to angelina or DA,1,Bread Story,Bakery
"Sourdough bread is way too humid, almond croissant ok but nothing to die for. Stuytown market on sundays and stuytown caffe have better options in my opinion. Good selection of bakery goods. Im a local so I hope they will improve over time. Good service friendly staff.",2,Bread Story,Bakery
"Best pastries ever ! the chouquettes, the pain au chocolat, the baguettes are amazing  ",5,Bread Story,Bakery
Best French baguette in Manhattan! And very reasonable price too,5,Bread Story,Bakery
"A bit pricey but you actually get what you pay for, which seems to becoming more and more rare in the city.",5,Bread Story,Bakery
"American style French Bakery but you'll find better in Paris.   Croissants are really large.  Also, no plain baguettes at 10:30 in the morning?  Glad they're busy but management isn't that great. I was told I could wait, which wouldn't have been a problem, but everything felt uncomfortably assembly line rushed so I opted not too.",3,Bread Story,Bakery
Very friendly service. All pastries were good but highly recommend brioche and flan.,5,Bread Story,Bakery
Seriously one of the best baguettes Ive ever had! The smell of the bread led me to this place from the subway station. What a great discovery!,5,Bread Story,Bakery
"By far the best !! The owner and staff are very welcoming.Definitely recommended, especially during the weekend, more variety and beyond expectation  ",5,Bread Story,Bakery
"I was a devoted fan of Maison Kayser and when it closed all its locations in the city during Covid, I was devastated.  Imagine my delight when I heard that the pastry chef of MK is opening his own bakery.   More",1,Bread Story,Bakery
"Everything we selected was absolutely fantastic. I highly recommend the almond chocolate croissant, it has a crispy flakey texture and evenly filled.",5,Bread Story,Bakery
"Love this place. Bread mad pastries are perfect and everyone inside is inviting and knowledgeable. Love the smell, clean and wonderful place to get bread!!!",5,Bread Story,Bakery
Best Bread Ever!!!  Wonderful staff! Melt in your mouth goodness. #breadlovers,5,Bread Story,Bakery
Stopped by for the first time this morning. Their chocolate/almond croissant is amazingflakey without being crumbly and delicious. Strong coffee and very nice people. Will definitely come again soon.,5,Bread Story,Bakery
"Superbe! Authentic french bakery, best baguette in town! I was bummed last year when maison Kayser closed and as such, was excited when some of the Kayser crew decided to open this bakery. Tastes like in France. On attend avec impatience les clairs.;)",5,Bread Story,Bakery
I grew up in Paris and I am always searching for a great bakery.  Bread Story will not disappoint you if you are looking for the real stuff. Yann Ledoux managed to bring a little bit of France to Manhattan.  What impressed me the most was   More,5,Bread Story,Bakery
"Love the baguette and olive bread! Amazing crumb, crust and flavor! Just like some of the bread I had in Paris!",5,Bread Story,Bakery
Possibly the best baguette in the world. The bread is very good too.,5,Bread Story,Bakery
"Wonderful selection of items! I ordered croissants and they were delicious! And for the price, 100/10!",5,Bread Story,Bakery
Wonderful bakery and great customer service! I ordered a delicious apple based cake for my wifes birthday and it was delicious! Our neighborhood was in need of this gem!,5,Bread Story,Bakery
"Authentic French bakery. You literally can't go wrong: baguette, deserts, macarons, sandwiches, quiche... Everything I tried was top quality, and definitely the best French food I've had in NYC so far. It's so good that I lament there isn't   More",5,Bread Story,Bakery
Wonderful new neighborhood boulangerieWorth the trip from Brooklyn!,5,Bread Story,Bakery
These are the absolute best baguettes in the city! Truly the best! And the olive loaf is incredible and packed with yummy olives. I do hope they succeed. This place is amazing!,5,Bread Story,Bakery
Wow one of the best  in NYC   yummm ,5,Royal 35 Steakhouse,Steak house
visited last week great atmosphere with great varieties of food...,5,Royal 35 Steakhouse,Steak house
 I have not been able to get reservations for months.Even after I left multiple messages no one eveeerrr calls me back.,1,Royal 35 Steakhouse,Steak house
"Great experience, great food.",5,Royal 35 Steakhouse,Steak house
Super cute and stylish ,5,Royal 35 Steakhouse,Steak house
Myself and my fianc went to dinner here to celebrate my birthday and we were not disappointed! The steaks were cooked to perfection. The Mac and cheese was delicious. Staff was very friendly. Well definitely be back the next time were in the city!,5,Royal 35 Steakhouse,Steak house
"Excellent service. The food is excellent, the portions, the cuts are exquisite, the staff is very attentive, the restaurant is beautiful. I was a little skeptical about the comments on the prices but nothing to see, ",5,Royal 35 Steakhouse,Steak house
I recommend them well Rich food,5,Royal 35 Steakhouse,Steak house
What an incredible dining experience. The service was top notch and the rib eye steaks were incredible.I'm not a fan of Mac and Cheese but the Mac and Cheese we ordered as a side to ,5,Royal 35 Steakhouse,Steak house
"The personnel are excellent, beginning with the hostess who remembered my name and continuing with the waiter and other service workers. Genuine, as well as courteous and supportive.",5,Royal 35 Steakhouse,Steak house
Outstanding dinner,5,Royal 35 Steakhouse,Steak house
"I didn't know what to expect but was praying our night would be amazing here. We were first timers celebrating my husband Royal's 46th birthday!! The ambiance was everything perfect and intimate. The food, everything was the bomb!! Our ",5,Royal 35 Steakhouse,Steak house
meatr,2,Royal 35 Steakhouse,Steak house
We went here for dinner our last night in NYC.... To say it was outstanding would be an understatement!  Unbelievable presentation on our appetizer and steak and lamp chops cooked to perfection. Sides were generous and not over the top. ,5,Royal 35 Steakhouse,Steak house
"Really good ribeye steak (ordered rare+) and sauteed mushrooms. The lobster tail was a bit overcooked. Filet Mignon was spectacular. Shrimp cocktail was really good as well. Good ambience, and nice light music playing. The Canadian bacon was okay. Would be better if it was just bacon.",4,Royal 35 Steakhouse,Steak house
"Adam, Alfred and the Team are the best and friendliest steak house in NYC!!",5,Royal 35 Steakhouse,Steak house
Best steak house! The meat melts in your mouth,5,Royal 35 Steakhouse,Steak house
"Flies under the radar, but every bit as excellent as the likes of Peter Lugers or Keens. Outstanding. ",5,Royal 35 Steakhouse,Steak house
"OMG I cant stop raving about this place!! The ambience, the food, the service, the price, the drinks, and the list goes on and on!! Absolutely everything I envision!!",5,Royal 35 Steakhouse,Steak house
One of the best steaks I ever had. Recommend the porterhouse .  Very filling and flavorful. No need for any sauces. Deff recommend to everyone.,5,Royal 35 Steakhouse,Steak house
Excellent meal. Adequate amount and nothing expensive for what they give you. ,5,Royal 35 Steakhouse,Steak house
Good stuff all around. Great service too!,5,Royal 35 Steakhouse,Steak house
GOODNESS GRACIOUS ME!!! BRAVO!!!Where to begin? From the intimacy of every table and booth with classic ,5,Royal 35 Steakhouse,Steak house
"Did the $39 lunch Prix Fixed Menu. Such an amazing deal for the quality and portion of food. Price included soup or salad, entree selection, dessert and coffee or tea service. The french onion soup and steak filet were wonderful, and the chocolate cake was just as yummy .",5,Royal 35 Steakhouse,Steak house
Nice huge steak,5,Royal 35 Steakhouse,Steak house
"Fantastic food and service. Host was friendly, gracious, and attentive toward us having a wonderful time, which we did. Food and drinks came out quickly and tasty. The smell of sizzling butter from the steak was amazing. Would highly recommend checking out Royal 35.",5,Royal 35 Steakhouse,Steak house
"Food was amazing  Hospitality even better  wish I had a picture to share. However, a picture would simply not do this restaurant justice",5,Royal 35 Steakhouse,Steak house
Steak House with spectacular meats .. The wine to accompany dinner is very good ,5,Royal 35 Steakhouse,Steak house
Great AND fast service. Food came out very quickly and we were seated right away on a Friday evening. Great romantic place to go. Expensive prices but food was excellent and a great portion for a fancier restaurant. Will be going back!,5,Royal 35 Steakhouse,Steak house
"It's great! Went there with my 12-year old son, we both ordered steaks. My son said it was the best steak he's ever had. Service was incredible. Really recommend this place. Get the Jumbo shrimp -- presentation is incredible.",5,Royal 35 Steakhouse,Steak house
Very nice restaurant. The stuff working there are all amazing. Their hospitality is outstanding. It is definitely my favorite steakhouse spot. Can't wait to be going back there. ,5,Royal 35 Steakhouse,Steak house
Great atmosphere and the owner comes to the table to make sure everything is ok. There is also complimentary drinks and desserts.,5,Royal 35 Steakhouse,Steak house
Now I'm very nice when it comes to rating. The mac and cheese was delicious. Everything else was ok. However I really gave it three stars due to hospitality and service. The food wasn't the greatest.,3,Royal 35 Steakhouse,Steak house
"Excellent service and absolutely superb food quality! Before being seated, we were shown where the meats are cured/aged along with a detailed explanation of their grade. I was a bit worried about being rushed seeing as how we arrived 1 hour ",5,Royal 35 Steakhouse,Steak house
Absolutely amazing engagement dinner. Waiter was on point all night and the owner talk to us too which only made the overall experience that much more memorable.,5,Royal 35 Steakhouse,Steak house
Had a business dinner here and my particular steak came out over cooked.   Others who ordered medium rare had theirs come out more on the rare side whereas my rare steak came out medium. ,3,Royal 35 Steakhouse,Steak house
"The food was awesome at this restaurant! Lasagna, Chicken Piccata, and pizza are my favorite dishes here. As far as I am concerned, all the dishes are very tasty. They're pretty spicy, but I love spicy food and I can eat a lot of it. I ",5,Royal 35 Steakhouse,Steak house
"I enjoyed a first class steak cooked to perfection. The service was excellent and the atmosphere perfect for a business meal. We ordered a steak and it was delicious. Very good attention to costumers, and quick service.",5,Royal 35 Steakhouse,Steak house
My wife and I were looking for a spot during the pandemic to celebrate our 10th anniversary. We tried a few other spots but they said they had no tables available so I emailed this restaurant. They emailed me back within minutes and ,5,Royal 35 Steakhouse,Steak house
Very nice place,5,Royal 35 Steakhouse,Steak house
"Best steakhouse in NYC, my husband and I love to come here! The  food is amazing and always super fresh, especially the oysters! We feel always welcomed, they have an amazing staff!",5,Royal 35 Steakhouse,Steak house
"This place is the best Steakhouse in the City for me. Service is always impeccable, the bone in ribeye is the best steak around and they always add a personal touch that just exceeds anywhere else I've been. So glad you made it through the recent difficult times as we need places like this in NYC",5,Royal 35 Steakhouse,Steak house
There are so many great adjectives to describe this restaurant.  I came on a Wednesday at 6pm for a party of 4. We were greeted and seated right away.  Covid protocols were in place. ,5,Royal 35 Steakhouse,Steak house
Great food and even better service,5,Royal 35 Steakhouse,Steak house
This restaurant is surely one of the coolest place to eat in the neighborhood. Every time I come there I am profoundly pleased. They always keep their very high  standard service and the topmost level of cooking  they serve. You will be always satisfied with this restaurant. Warmly  recommended.,5,Royal 35 Steakhouse,Steak house
nice place,5,Royal 35 Steakhouse,Steak house
Leaving a deeply conflicted review because the food and service were spot on but there appears to be no dress code nor rules enforced. Very nice waitstaff and even given complimentary wines; also the medium rare porterhouse and raw oysters ,2,Royal 35 Steakhouse,Steak house
"I love their steak, the French onion soup and dirty martini with bleu cheese stuffed olives. We will be back very very soon.",5,Royal 35 Steakhouse,Steak house
Really good taste. No social distancing between tables  now in the Covid 19,5,Royal 35 Steakhouse,Steak house
The waiter and Owner of the Establishment was on point from beginning to the end.Food and drinks were very good. I will definitely be back.,5,Royal 35 Steakhouse,Steak house
"Great food, great service!! Hands down the best steak i ever had! Owner is a great host.",5,Royal 35 Steakhouse,Steak house
"Great food, atmosphere and service. Food was wonderful - even received complimentary dessert! A+++",5,Royal 35 Steakhouse,Steak house
"Great and tasty food, I liked the ambience this spot has, and the staff members were super friendly. I will surely come back again.",5,Royal 35 Steakhouse,Steak house
I LOVE THE FOOD AND THE SERVICES,5,Royal 35 Steakhouse,Steak house
Great service.,5,Royal 35 Steakhouse,Steak house
"Very  nicely outside seating , food and service were top notch , the porter house steak was cooked to perfection , sides grilled asparagus and the cream spinach  were very good as well , in the end for my boyfriend birthday they offer a orange cake with a candle  which was very nice,  definitely I will come back again  .",5,Royal 35 Steakhouse,Steak house
The food was served really fast.  The waiter was so attentive taken the orders.  I love this a lot.,5,Royal 35 Steakhouse,Steak house
it was perfect wonderful thanks,5,Royal 35 Steakhouse,Steak house
"For almost 20 years I have maintained a list of my favorite nyc steak houses.  I am not an easy to please customer when it comes to a steak house. That being said, Royal 35 exceeds all of my expectations. ",5,Royal 35 Steakhouse,Steak house
Excellent service and top notch food and presentation.,5,Royal 35 Steakhouse,Steak house
5 starssss hands down the best customer service and food I had in awhile! They made my birthday extra special ,5,Royal 35 Steakhouse,Steak house
"Delicious meal and excellent service! I ordered the petite filet, medium rare. With a side of creamed spinach and the signature Manhattan. The steak was cooked PERFECTLY! Pricey, but definitely worth the expense. Id go back in a heartbeat!",5,Royal 35 Steakhouse,Steak house
"HOW Quickly our food was prepared, and I'm still dreaming about the most delicious biscuit I'd ever had.",5,Royal 35 Steakhouse,Steak house
Fresh seafood and awesome steaks. The best steak I've had in a long time!,5,Royal 35 Steakhouse,Steak house
"The food is always fresh and flavorful, employees gives good customer service. I like how clean it is and vibes. Will visit here again.",5,Royal 35 Steakhouse,Steak house
With rubbish I sketch well not,5,Royal 35 Steakhouse,Steak house
Very good service and quality steaks,5,Royal 35 Steakhouse,Steak house
good,5,Royal 35 Steakhouse,Steak house
Amazing food and service. Never a bad meal,5,Royal 35 Steakhouse,Steak house
"Last week was the first time we went to this good restaurant. But It is obviously not the last. We had a good time with the good service, with the high quality  meal and wine and with the honest payment. We will no doubt return there in a short time.",5,Royal 35 Steakhouse,Steak house
Good,5,Royal 35 Steakhouse,Steak house
I am remarkably pleased with the service and the food presentation. We'll appointed with upbeat and unique ambiance. Loved it!,5,Royal 35 Steakhouse,Steak house
Super good the place very nice the people very friendly especially william and cesar excellent service  ,5,Royal 35 Steakhouse,Steak house
Loved everything!The food i loved and My waiter Cesar was the Best,5,Royal 35 Steakhouse,Steak house
Excellent,5,Royal 35 Steakhouse,Steak house
I really like their food. I always get excellent customer service there. The place is clean and the cashiers are always very kind. Would recommend to others.,5,Royal 35 Steakhouse,Steak house
staff is always timely even when they have a full house. i will be back with my coworkers. food is like a restaurant in jacksonville i loved.,5,Royal 35 Steakhouse,Steak house
"At the first moment  you come to this restaurant  the waiters give you an agreeable feeling. Very congenial hosts, it is a lovely restaurant to  pass time with friends or with your date. very good  cooking, professional  chief cook and stuff, comfortable  price and attentive  service. Warmly recommended.",5,Royal 35 Steakhouse,Steak house
Nice place to think about business. The staff was very welcoming and observant. It has a great interior.,5,Royal 35 Steakhouse,Steak house
"The filet mignon was as incredible as expected after reading reviews. I didn't expect it to be 14 ounces. I thought I'd need a togo box, but it was too good to save for later. The mushrooms were nearly adictive and tye broccoli was steamed ",5,Royal 35 Steakhouse,Steak house
"Went here last night for my birthday dinner. What an amazing experience!! From the moment we called and made reservations, the customer service was outstanding. They make you feel really welcomed. The food was amazing as well. I plan to return next month for date night with my boyfriend. One of our new favorite spots.",5,Royal 35 Steakhouse,Steak house
The bill was decent for the quality.,5,Royal 35 Steakhouse,Steak house
The food and service is excellent! They are very attentive. Definitely worth it!,5,Royal 35 Steakhouse,Steak house
we,4,Royal 35 Steakhouse,Steak house
Good good,4,Royal 35 Steakhouse,Steak house
I had a cousin come into town and asked me to take him back here. Prices were appropriate.,5,Royal 35 Steakhouse,Steak house
"Got there about two, it was not packed.",5,Royal 35 Steakhouse,Steak house
"Divine, everything is fabulous !The outdoor seating area is very cozy, well cover for rain or wind, the food was extraordinary, very tasty and the steak just incredible, the wine delicious, ",5,Royal 35 Steakhouse,Steak house
i love this place so much. the staff was friendly and sociable. prices were average for the menu.,5,Royal 35 Steakhouse,Steak house
"it's a beautiful restaurant. I loved it. The staff are amazing. the owner is a great guy he is very attentive, and nice. he made us feel welcome . the staff made us feel welcome, they was very nice. we felt comfortable. the food was ",5,Royal 35 Steakhouse,Steak house
"The food is simply fantastic, from the Lamp Chops, Cajun Ribeye, Solomon, Shrimp fra Diavolo... I have tried hem all....",5,Royal 35 Steakhouse,Steak house
"I discovered this gem of a steakhouse over a year ago, and was looking forward to visit again after the long quarantine, when my parents came to visit. I am happy I did. ",5,Royal 35 Steakhouse,Steak house
"Currently my favorite steak house in NYC.  Really an old school feel and experience.  Service is impeccable, attentive without being annoying.  Atmosphere is like taking a time machine back to old NYC, dark rooms, art deco designs, and a ",5,Royal 35 Steakhouse,Steak house
"great place to chill, get away, eat some good food. had a friend come into town and asked me to take him here again.",5,Royal 35 Steakhouse,Steak house
I absolutely enjoyed my time at Royal 35 Steakhouse. The food was well prepared and the customer service was exceptional. My lady and I highly recommend this restaurant for a great date night. Willian made sure everything was to our liking.,5,Royal 35 Steakhouse,Steak house
"One of the top Steak Houses in NY. A must visit for anyone traveling to NY. We have been dining here for over 10 years, never had a bad experience.",5,Royal 35 Steakhouse,Steak house
"Visited at eight, it was not full. Looking forward to going back again. The bill won't shock you.",5,Royal 35 Steakhouse,Steak house
Great food and service  ,5,Royal 35 Steakhouse,Steak house
"The food is consistently well prepared and tasty, cashiers hands out awesome customer service. I love the cleanliness and mood. Worth a try.",5,Royal 35 Steakhouse,Steak house
Extraordinary environment and very personal service. The food was crisp and enchanting. Will clearly recommend this spot to anyone. Fair prices and big meals. Great job.,5,Royal 35 Steakhouse,Steak house
"High-class restaurant in the area! Last Saturday, my co-workers and I came here to taste your bestseller dishes. We were so surprised when the staff served the dishes immediately. We really like the service because it was so fast. You keep it up, guys! I should strongly recommend you to all of my friends! Cheers!",5,Royal 35 Steakhouse,Steak house
This was the best food I have every had in my life. Service was okay but wasnt too bad. Everything else made up for anything lacking,4,Royal 35 Steakhouse,Steak house
Made a reservation and we were seated promptly at that time. The steak was like no other. It was so tender and cooked perfectly  I could cut it with my fork. Definitely will be coming back .,5,Royal 35 Steakhouse,Steak house
"Food is good, but not worth the price, there are better restaurants in New York.Also the staff is gossiping a lot about the customers",3,Royal 35 Steakhouse,Steak house
"This place is my number one place.  Of all restaurants I know I prefere it most. I never miss an opportunity to go to that place. Whenever  I feel like having a special supper, this place comes first to my head.  Great and   food and a ",5,Royal 35 Steakhouse,Steak house
Great service. The food is amazing,5,Royal 35 Steakhouse,Steak house
The shrimp dish was very good as well as the  i would recommend this place to my friends.,4,Royal 35 Steakhouse,Steak house
This is the best ramen I've eaten outside of Japan. Signature ramen soup is flavorful and quality to perfection. Best service/staff ever and i will definitely recommend this restaurant!!!,4,Royal 35 Steakhouse,Steak house
I constantly arrive buying some food in this place. I loved the fast service and well made food. Fantastic work.,5,Royal 35 Steakhouse,Steak house
"If you like the taste of a nice piece of charcoal with your steak, this might be your jam.  I personally don't.  I ate a ribeye and a Kingsford briquette.  Oysters were awesome!!  The service is amazing though!!",3,Royal 35 Steakhouse,Steak house
not the best stake in town for sure..,3,Royal 35 Steakhouse,Steak house
Dear but good,3,Royal 35 Steakhouse,Steak house
"Absolutely fantastic Valentine's Day dinner at this place. Fabulous steaks, good sides, tasty desserts, and reasonably priced for a nice splurge. They were very accommodating about our request for a specific table, too. Recommended!",5,Royal 35 Steakhouse,Steak house
Great,5,Royal 35 Steakhouse,Steak house
Top Notch Restaurant....We booked this restaurant last minute on open table. We arrived and were seated immediately.  The staff was awesome. From the hostess to the wait staff. The ,5,Royal 35 Steakhouse,Steak house
Great steakhouse priced comparably to other top tier places and they are not afraid to give you a real rare steak. Decor is nice and roomy. Really good orange butter cream cake. I would go again.,4,Royal 35 Steakhouse,Steak house
Amazing,5,Royal 35 Steakhouse,Steak house
Great place but hated the wait for reservations,4,Royal 35 Steakhouse,Steak house
What a charm this meat restaurant on display in the exposed fridge and then an imperial menu with various cuts all at a high level an unforgettable dinner ,5,Royal 35 Steakhouse,Steak house
I loved dry aged steak.,5,Royal 35 Steakhouse,Steak house
The Sheriff makes it ALL happen....,5,Royal 35 Steakhouse,Steak house
"Excellent steak dinner, fantastic service",5,Royal 35 Steakhouse,Steak house
I am from Texas and am accustomed to very good steaks but this was special.  The porterhouse for two feed three of us easily and was one of the best meals I have ever had.  I would highly recommend this restaurant.,5,Royal 35 Steakhouse,Steak house
"The bone in Rib eye cooked perfectly, sides that are like meals and the seafood tower....Best meals in the greatest city",5,Royal 35 Steakhouse,Steak house
Food and service was amazing!,5,Royal 35 Steakhouse,Steak house
Great food and amazing service.,5,Royal 35 Steakhouse,Steak house
Delicious,5,Royal 35 Steakhouse,Steak house
"Amazing aged steaks, reasonably priced, top shelf service...HIGHLY RECOMMENDED :)",4,Royal 35 Steakhouse,Steak house
"This was the best meal I have ever eaten. The service was fantastic! On our next trip to NYC, we will be back!",5,Royal 35 Steakhouse,Steak house
This restaurant is doubtless one of the tastiest place to eat in the area. Whenever I visit this place I am very happy. They maintain their high  standard service and the topmost level of food  they offer. You always win with this restaurant. Warmly  recommended.,5,Royal 35 Steakhouse,Steak house
If i could give Manny more stars i would. An absolutly perfekt evening where everything was sublime,5,Royal 35 Steakhouse,Steak house
We came in as a party of 6 and the service was excellent. All of their steaks are USDA cuts and you can see the dry aged steaks hanging in a refrigerator when you walk in. I shared the porterhouse for two with another person and loved it. I would definitely come back again. This is a very convenient location.,5,Royal 35 Steakhouse,Steak house
Simplemente delicious ! Probably one of the best ever tried in US. Recommend anybody who goes to New York and likes meat.,5,Royal 35 Steakhouse,Steak house
Filet was delicious,5,Royal 35 Steakhouse,Steak house
Great service very good food,5,Royal 35 Steakhouse,Steak house
"Fantastic steakhouse great dishes, professional and fast service. ",5,Royal 35 Steakhouse,Steak house
My husband made reservations here two months ago. When we arrived we were informed we would be eating upstairs. Well upstairs is an oversized hallway so we were disappointed being crammed in this small space.   The food I have to say was ,4,Royal 35 Steakhouse,Steak house
"Excellent steak, table side experience, good for families for friendly meetings",5,Royal 35 Steakhouse,Steak house
Wonderful food  with the most attentive service you could hope for.,5,Royal 35 Steakhouse,Steak house
"Went here for dinner with friends to celebrate the holidays. Upon entry,  was greeted by a very nice staff.  Showed us to our table. Everything funn food to service was great.  My rib eye was nicely done.  Glad we went.  Thank you",5,Royal 35 Steakhouse,Steak house
"Love, love, love this place! Friendly service, amazing menu and what a wine list. The seafood tower is immense and the steak for two incredible.",5,Royal 35 Steakhouse,Steak house
Exceptional service and attention to detail. Delicious food,5,Royal 35 Steakhouse,Steak house
I'm giving this a 5 star even though our 8:00pm reservation meant we got seated at 8:45pm. I don't think it was their fault though. There were two big office parties that just wouldn't leave. Hey it's Christmas so you have to understand. As ,5,Royal 35 Steakhouse,Steak house
A typical New York steakhouse. The meat was delicious.,5,Royal 35 Steakhouse,Steak house
Lots of meat sheep. Was friendly and tasty,4,Royal 35 Steakhouse,Steak house
Unbelievable service combined with top quality beef equals magic.,5,Royal 35 Steakhouse,Steak house
This place is worth a visit. They have big portions for fair rates. Always well organized and with good mood. I highly recommend this place.,5,Royal 35 Steakhouse,Steak house
The food at this restaurant was always delicious! All the good reviews that I have read about this property are true.,5,Royal 35 Steakhouse,Steak house
Stunning food. The service was great until literally paying for the bill... A lot of attention on two big groups and we waited almost 15 mins to pay.... HOWEVER... the staff handled it great and were so excellent in everything they did ,5,Royal 35 Steakhouse,Steak house
The lamb chops were the best I've ever tasted... Ever,5,Royal 35 Steakhouse,Steak house
The ribeye is outstanding.,5,Royal 35 Steakhouse,Steak house
"Great food and service throughout. The calamari was to die for. We shared a steak, mac and cheese and some veg and was probably the best we have had. It was also so much food that we left a serving of steak and sides! Pricey compared to ",5,Royal 35 Steakhouse,Steak house
"Great food, the steak was huge. Cust Serv very good",5,Royal 35 Steakhouse,Steak house
"I've been here twice, the first time was when it had first opened and the second time was 3 weeks ago.  The difference between both times is staggering in terms of food and the service.  I ordered a glass of merlot from the wine by the ",1,Royal 35 Steakhouse,Steak house
"Amazing aged steaks, reasonably prices, top shelf service...HIGHLY RECOMEND!",5,Royal 35 Steakhouse,Steak house
I absolutely loved the food!,5,Royal 35 Steakhouse,Steak house
Staff was great. Food delicious. Great atmosphere.,5,Royal 35 Steakhouse,Steak house
Each time same pleasure to eat at this restaurant. The staff takes care from your entrance till the end. The meat is just amazing and sides are delicious. Its a really good balance between quality and price. You have to experience this place.,5,Royal 35 Steakhouse,Steak house
Great food.,5,Royal 35 Steakhouse,Steak house
Very good food. The best meat that I ever eat.,5,Royal 35 Steakhouse,Steak house
I love this place a lot. there is a unique air. The food is wonderful. the service is effective and the waiters are friendly. The cost is reasonable. truly recommend.,5,Royal 35 Steakhouse,Steak house
